NAME                                                                          VERSION                                 TYPE                        
libtinfo6                                                                     6.4+20240113-1ubuntu2.1                 deb                          
libudev1                                                                      255.4-1ubuntu8.16                       deb                          
libunistring5                                                                 1.1-2build1.1                           deb                          
libuuid1                                                                      2.39.3-9ubuntu6.5                       deb                          
libxtables12                                                                  1.8.10-3ubuntu2                         deb                          
libxxhash0                                                                    0.8.2-2build1                           deb                          
libzstd1                                                                      1.5.5+dfsg2-2build1.1                   deb                          
linux-libc-dev                                                                6.8.0-137.137                           deb                          
login                                                                         1:4.13+dfsg1-4ubuntu3.2                 deb                          
logsave                                                                       1.47.0-2.4~exp1ubuntu4.1                deb                          
lru-cache                                                                     10.2.2                                  npm                          
lru-cache                                                                     11.5.1                                  npm                          
make-fetch-happen                                                             13.0.1                                  npm                          
make-fetch-happen                                                             15.0.6                                  npm                          
mawk                                                                          1.3.4.20240123-1build1                  deb                          
media-types                                                                   10.1.0                                  deb                          
minimatch                                                                     10.2.5                                  npm                          
minimatch                                                                     9.0.5                                   npm                          
minipass                                                                      3.3.6                                   npm        (+5 duplicates)   
minipass                                                                      5.0.0                                   npm                          
minipass                                                                      7.1.2                                   npm                          
minipass                                                                      7.1.3                                   npm                          
minipass-collect                                                              2.0.1                                   npm        (+1 duplicate)    
minipass-fetch                                                                3.0.5                                   npm                          
minipass-fetch                                                                5.0.2                                   npm                          
minipass-flush                                                                1.0.5                                   npm                          
minipass-flush                                                                1.0.6                                   npm                          
minipass-pipeline                                                             1.2.4                                   npm        (+1 duplicate)    
minipass-sized                                                                1.0.3                                   npm                          
minipass-sized                                                                2.0.0                                   npm                          
minizlib                                                                      2.1.2                                   npm                          
minizlib                                                                      3.1.0                                   npm                          
mkdirp                                                                        1.0.4                                   npm                          
mount                                                                         2.39.3-9ubuntu6.5                       deb                          
ms                                                                            2.1.2                                   npm                          
ms                                                                            2.1.3                                   npm        (+1 duplicate)    
mscorlib                                                                      8.0.2826.26413                          dotnet                       
mute-stream                                                                   1.0.0                                   npm                          
mute-stream                                                                   3.0.0                                   npm                          
ncurses-base                                                                  6.4+20240113-1ubuntu2.1                 deb                          
ncurses-bin                                                                   6.4+20240113-1ubuntu2.1                 deb                          
negotiator                                                                    0.6.3                                   npm                          
negotiator                                                                    1.0.0                                   npm                          
netbase                                                                       6.4                                     deb                          
netstandard                                                                   8.0.2826.26413                          dotnet                       
node                                                                          20.20.2                                 binary                       
node                                                                          24.18.0                                 binary                       
node-gyp                                                                      10.1.0                                  npm                          
node-gyp                                                                      12.3.0                                  npm                          
nopt                                                                          7.2.1                                   npm                          
nopt                                                                          9.0.0                                   npm                          
normalize-package-data                                                        6.0.2                                   npm                          
npm                                                                           10.8.2                                  npm                          
npm                                                                           11.16.0                                 npm                          
npm-audit-report                                                              5.0.0                                   npm                          
npm-audit-report                                                              7.0.0                                   npm                          
npm-bundled                                                                   3.0.1                                   npm                          
npm-bundled                                                                   5.0.0                                   npm                          
npm-install-checks                                                            6.3.0                                   npm                          
npm-install-checks                                                            8.0.0                                   npm                          
npm-normalize-package-bin                                                     3.0.1                                   npm                          
npm-normalize-package-bin                                                     5.0.0                                   npm                          
npm-package-arg                                                               11.0.2                                  npm                          
npm-package-arg                                                               13.0.2                                  npm                          
npm-packlist                                                                  10.0.4                                  npm                          
npm-packlist                                                                  8.0.2                                   npm                          
npm-pick-manifest                                                             11.0.3                                  npm                          
npm-pick-manifest                                                             9.1.0                                   npm                          
npm-profile                                                                   10.0.0                                  npm                          
npm-profile                                                                   12.0.1                                  npm                          
npm-registry-fetch                                                            17.1.0                                  npm                          
npm-registry-fetch                                                            19.1.1                                  npm                          
npm-user-validate                                                             2.0.1                                   npm                          
npm-user-validate                                                             4.0.0                                   npm                          
openssh-client                                                                1:9.6p1-3ubuntu13.18                    deb                          
openssl                                                                       3.0.13-0ubuntu3.12                      deb                          
p-map                                                                         4.0.0                                   npm                          
p-map                                                                         7.0.4                                   npm                          
package-json-from-dist                                                        1.0.0                                   npm                          
pacote                                                                        18.0.6                                  npm                          
pacote                                                                        21.5.0                                  npm                          
parse-conflict-json                                                           3.0.1                                   npm                          
parse-conflict-json                                                           5.0.1                                   npm                          
passwd                                                                        1:4.13+dfsg1-4ubuntu3.2                 deb                          
path-key                                                                      3.1.1                                   npm                          
path-scurry                                                                   1.11.1                                  npm                          
path-scurry                                                                   2.0.2                                   npm                          
perl                                                                          5.38.2-3.2ubuntu0.3                     deb                          
perl-base                                                                     5.38.2-3.2ubuntu0.3                     deb                          
perl-modules-5.38                                                             5.38.2-3.2ubuntu0.3                     deb                          
picomatch                                                                     4.0.4                                   npm                          
pip                                                                           24.0                                    python                       
postcss-selector-parser                                                       6.1.0                                   npm                          
postcss-selector-parser                                                       7.1.1                                   npm                          
proc-log                                                                      3.0.0                                   npm                          
proc-log                                                                      4.2.0                                   npm                          
proc-log                                                                      6.1.0                                   npm                          
procps                                                                        2:4.0.4-4ubuntu3.2                      deb                          
proggy                                                                        2.0.0                                   npm                          
proggy                                                                        4.0.0                                   npm                          
promise-all-reject-late                                                       1.0.1                                   npm        (+1 duplicate)    
promise-call-limit                                                            3.0.1                                   npm                          
promise-call-limit                                                            3.0.2                                   npm                          
promise-inflight                                                              1.0.1                                   npm                          
promise-retry                                                                 2.0.1                                   npm                          
promzard                                                                      1.0.2                                   npm                          
promzard                                                                      3.0.1                                   npm                          
python3                                                                       3.12.3-0ubuntu2.1                       deb                          
python3-minimal                                                               3.12.3-0ubuntu2.1                       deb                          
python3-pip                                                                   24.0+dfsg-1ubuntu1.3                    deb                          
python3-pip-whl                                                               24.0+dfsg-1ubuntu1.3                    deb                          
python3-pkg-resources                                                         68.1.2-2ubuntu1.2                       deb                          
python3-setuptools                                                            68.1.2-2ubuntu1.2                       deb                          
python3-setuptools-whl                                                        68.1.2-2ubuntu1.2                       deb                          
python3-venv                                                                  3.12.3-0ubuntu2.1                       deb                          
python3-wheel                                                                 0.42.0-2                                deb                          
python3.12                                                                    3.12.3-1ubuntu0.15                      deb                          
python3.12-minimal                                                            3.12.3-1ubuntu0.15                      deb                          
python3.12-venv                                                               3.12.3-1ubuntu0.15                      deb                          
qrcode-terminal                                                               0.12.0                                  npm        (+1 duplicate)    
read                                                                          3.0.1                                   npm                          
read                                                                          5.0.1                                   npm                          
read-cmd-shim                                                                 4.0.0                                   npm                          
read-cmd-shim                                                                 6.0.0                                   npm                          
read-package-json-fast                                                        3.0.2                                   npm                          
readline-common                                                               8.2-4build1                             deb                          
requests                                                                      2.34.2                                  python                       
resenje.org/singleflight                                                      v0.4.3                                  go-module                    
retry                                                                         0.12.0                                  npm                          
rpcsvc-proto                                                                  1.4.2-0ubuntu7                          deb                          
runc                                                                          1.3.4-0ubuntu1~24.04.1                  deb                          
safer-buffer                                                                  2.1.2                                   npm        (+1 duplicate)    
sed                                                                           4.9-2ubuntu0.24.04.1                    deb                          
semver                                                                        7.6.2                                   npm                          
semver                                                                        7.8.1                                   npm                          
sensible-utils                                                                0.0.22                                  deb                          
setuptools                                                                    68.1.2                                  python                       
shebang-command                                                               2.0.0                                   npm                          
shebang-regex                                                                 3.0.0                                   npm                          
signal-exit                                                                   4.1.0                                   npm        (+1 duplicate)    
sigs.k8s.io/json                                                              v0.0.0-20241014173422-cfa47c3a1cc8      go-module  (+1 duplicate)    
sigs.k8s.io/randfill                                                          v1.0.0                                  go-module                    
sigs.k8s.io/structured-merge-diff/v6                                          v6.3.0                                  go-module                    
sigs.k8s.io/yaml                                                              v1.6.0                                  go-module  (+2 duplicates)   
sigstore                                                                      2.3.1                                   npm                          
sigstore                                                                      4.1.1                                   npm                          
smart-buffer                                                                  4.2.0                                   npm        (+1 duplicate)    
socks                                                                         2.8.3                                   npm                          
socks                                                                         2.8.9                                   npm                          
socks-proxy-agent                                                             8.0.4                                   npm                          
socks-proxy-agent                                                             8.0.5                                   npm                          
spdx-correct                                                                  3.2.0                                   npm                          
spdx-exceptions                                                               2.5.0                                   npm        (+1 duplicate)    
spdx-expression-parse                                                         3.0.1                                   npm        (+1 duplicate)    
spdx-expression-parse                                                         4.0.0                                   npm        (+1 duplicate)    
spdx-license-ids                                                              3.0.18                                  npm                          
spdx-license-ids                                                              3.0.23                                  npm                          
sprintf-js                                                                    1.1.3                                   npm                          
ssri                                                                          10.0.6                                  npm                          
ssri                                                                          13.0.1                                  npm                          
stdlib                                                                        go1.22.2                                go-module                    
stdlib                                                                        go1.24.4                                go-module  (+13 duplicates)  
string-width                                                                  4.2.3                                   npm        (+1 duplicate)    
string-width                                                                  5.1.2                                   npm        (+1 duplicate)    
strip-ansi                                                                    6.0.1                                   npm        (+1 duplicate)    
strip-ansi                                                                    7.1.0                                   npm        (+1 duplicate)    
supports-color                                                                10.2.2                                  npm                          
supports-color                                                                9.4.0                                   npm                          
sysvinit-utils                                                                3.08-6ubuntu3                           deb                          
tags.cncf.io/container-device-interface                                       v1.0.1                                  go-module                    
tags.cncf.io/container-device-interface                                       v1.1.0                                  go-module  (+1 duplicate)    
tags.cncf.io/container-device-interface/specs-go                              v1.0.0                                  go-module                    
tags.cncf.io/container-device-interface/specs-go                              v1.1.0                                  go-module  (+1 duplicate)    
tar                                                                           1.35+dfsg-3ubuntu0.4                    deb                          
tar                                                                           6.2.1                                   npm                          
tar                                                                           7.5.15                                  npm                          
text-table                                                                    0.2.0                                   npm        (+1 duplicate)    
tiny-relative-date                                                            1.3.0                                   npm                          
tiny-relative-date                                                            2.0.2                                   npm                          
tinyglobby                                                                    0.2.16                                  npm                          
treeverse                                                                     3.0.0                                   npm        (+1 duplicate)    
tuf-js                                                                        2.2.1                                   npm                          
tuf-js                                                                        4.1.0                                   npm                          
tzdata                                                                        2026c-0ubuntu0.24.04.1                  deb                          
ubuntu-keyring                                                                2023.11.28.1                            deb                          
undici                                                                        6.26.0                                  npm                          
unique-filename                                                               3.0.0                                   npm                          
unique-slug                                                                   4.0.0                                   npm                          
unminimize                                                                    0.2.1                                   deb                          
urllib3                                                                       2.7.0                                   python                       
util-deprecate                                                                1.0.2                                   npm        (+1 duplicate)    
util-linux                                                                    2.39.3-9ubuntu6.5                       deb                          
validate-npm-package-license                                                  3.0.4                                   npm                          
validate-npm-package-name                                                     5.0.1                                   npm                          
validate-npm-package-name                                                     7.0.2                                   npm                          
walk-up-path                                                                  3.0.1                                   npm                          
walk-up-path                                                                  4.0.0                                   npm                          
wheel                                                                         0.42.0                                  python                       
which                                                                         2.0.2                                   npm                          
which                                                                         4.0.0                                   npm                          
which                                                                         6.0.1                                   npm                          
wrap-ansi                                                                     7.0.0                                   npm                          
wrap-ansi                                                                     8.1.0                                   npm                          
write-file-atomic                                                             5.0.1                                   npm                          
write-file-atomic                                                             7.0.1                                   npm                          
yallist                                                                       4.0.0                                   npm        (+1 duplicate)    
yallist                                                                       5.0.0                                   npm                          
zlib1g                                                                        1:1.3.dfsg-3.1ubuntu2.1                 deb
